item_name,transaction_type,item_count,date_time
bacon,add,9,2024-08-26 10:52:58
ground beef,add,4,2024-08-26 10:52:49
ribeye,add,1,2024-08-26 10:52:44
hot dog,add,2,2024-08-26 10:52:37
peameal bacon,add,3,2024-08-26 10:52:32
pork,add,18,2024-08-26 10:52:26
cheese curds,add,10,2024-08-26 10:52:13
chicken fingers,remove,15,2024-08-26 10:51:28
cheese curds,remove,24,2024-08-26 10:51:23
blueberry,remove,7,2024-08-26 10:51:15
beef burgers,remove,8,2024-08-26 10:51:11
bacon,remove,26,2024-08-26 10:51:04
avacodo,remove,10,2024-08-26 10:51:01
apple fritter,remove,40,2024-08-26 10:50:57
whip cream,add,3,2024-08-26 10:50:44
tomato,remove,3,2024-08-26 10:50:27
thunder chicken,remove,16,2024-08-26 10:50:21
strawberries,add,4,2024-08-26 10:50:10
strawberries,add,6,2024-08-26 10:50:08
strawberries,add,8,2024-08-26 10:50:05
strawberries,remove,34,2024-08-26 10:50:01
sour cream,remove,1,2024-08-26 10:49:58
softshell crab,remove,4,2024-08-26 10:49:52
snowcrab,remove,5,2024-08-26 10:49:51
shrimp,remove,10,2024-08-26 10:49:45
shredded lettuce,add,2,2024-08-26 10:49:41
shredded cheese,add,1,2024-08-26 10:49:35
ribeye,remove,5,2024-08-26 10:49:28
relish,add,2,2024-08-26 10:49:24
ramen burger,remove,3,2024-08-26 10:49:12
pork,remove,38,2024-08-26 10:49:07
pickles,add,2,2024-08-26 10:48:59
peameal bacon,remove,13,2024-08-26 10:48:55
lobster,remove,7,2024-08-26 10:48:42
hot dog,remove,3,2024-08-26 10:48:23
ground beef,remove,3,2024-08-26 10:48:20
green onion,remove,1,2024-08-26 10:48:17
fries,add,70,2024-08-26 10:47:47
corn,remove,20,2024-08-26 10:47:29
ciabatta,add,2,2024-08-26 10:47:19
chocolate,add,2,2024-08-26 10:47:07
chocolate,remove,1,2024-08-26 10:47:01
cheese sliced br,add,3,2024-08-26 10:46:29
cheese ribbons,add,4,2024-08-26 10:46:19
cabbage,remove,1,2024-08-26 10:45:38
bean sprouts,add,1,2024-08-26 10:45:23
krispy kreme,add,110,2024-08-26 10:44:31
krispy kreme,remove,120,2024-08-26 10:43:48
water,add,13,2024-08-26 10:41:52
vinegar,add,1,2024-08-26 10:41:08
tortilla,add,3,2024-08-26 10:41:03
saran wrap,remove,2,2024-08-26 10:40:28
salsa,add,2,2024-08-26 10:40:09
plumsauce,remove,1,2024-08-26 10:39:48
pineapple,add,1,2024-08-26 10:39:42
paper towels,add,5,2024-08-26 10:39:37
chipotle can,add,1,2024-08-26 10:39:22
oil,add,4,2024-08-26 10:39:10
oil,add,8,2024-08-26 10:39:08
oil,add,4,2024-08-26 10:39:00
napkins,add,5,2024-08-26 10:38:38
mustard,remove,2,2024-08-26 10:38:21
mayo,add,2,2024-08-26 10:38:18
ketchup,remove,1,2024-08-26 10:38:02
jalapeno,remove,1,2024-08-26 10:37:55
hoisin,add,3,2024-08-26 10:37:43
gravy,remove,12,2024-08-26 10:37:26
gloves vinyl,add,2,2024-08-26 10:37:21
gloves poly,add,2,2024-08-26 10:37:16
foil,add,3,2024-08-26 10:36:42
cholula,add,1,2024-08-26 10:36:21
checkered basket,add,3,2024-08-26 10:36:10
bleach,remove,4,2024-08-26 10:35:53
beans,add,2,2024-08-26 10:35:42
batter mix,add,1,2024-08-26 10:35:38
bbq sauce,remove,2,2024-08-26 10:35:19
16 ounce cup,add,2,2024-08-26 10:35:05
#2 trays,remove,1,2024-08-26 10:34:47
#8,add,9,2024-08-26 10:34:38
#1,remove,3,2024-08-26 10:34:30
paper towels,remove,1,2024-08-25 11:24:49
#8,remove,1,2024-08-25 11:24:40
ramen burger,remove,1,2024-08-25 11:21:03
ramen burger,remove,1,2024-08-25 11:18:51
limes,remove,1,2024-08-25 11:18:23
clam chowder,remove,2,2024-08-25 11:17:57
thunder chicken,remove,2,2024-08-25 11:16:28
lobster,remove,2,2024-08-25 11:16:18
avacodo,add,5,2024-08-25 11:16:13
cheese curds,add,6,2024-08-25 11:16:07
cheese curds,add,9,2024-08-25 11:16:57
ground beef,add,3,2024-08-25 11:15:43
ground beef,remove,2,2024-08-25 11:15:41
ground beef,remove,2,2024-08-25 11:15:36
ribeye,add,4,2024-08-25 11:15:31
peameal bacon,add,11,2024-08-25 11:15:24
bacon,add,8,2024-08-25 11:15:10
bacon,add,12,2024-08-25 11:15:02
pork,add,6,2024-08-25 11:14:54
pork,add,18,2024-08-25 11:14:48
chicken fingers,add,10,2024-08-25 11:14:25
beef burgers,add,8,2024-08-25 11:14:16
beef burgers,remove,27,2024-08-25 11:14:15
cheese curds,add,2,2024-08-25 11:13:58
chicken fingers,remove,4,2024-08-25 11:13:45
chili,add,2,2024-08-25 11:13:36
shrimp,add,4,2024-08-25 11:13:31
snowcrab,add,5,2024-08-25 11:13:08
softshell crab,add,4,2024-08-25 11:13:02
haddock fish,add,7,2024-08-25 11:12:56
cheese sliced br,remove,1,2024-08-25 11:11:02
cheese ribbons,remove,5,2024-08-25 11:10:58
red onions,remove,1,2024-08-25 11:10:46
red cabbage,remove,1,2024-08-25 11:10:40
green onion,remove,1,2024-08-25 11:10:35
tomato,remove,2,2024-08-25 11:10:31
bean sprouts,remove,6,2024-08-25 11:10:21
chocolate,remove,1,2024-08-25 11:09:57
cheese cotija,remove,1,2024-08-25 11:09:26
butter,add,2,2024-08-25 11:09:15
shredded cheese,remove,1,2024-08-25 11:09:07
cabbage,remove,3,2024-08-25 11:08:50
eggs,remove,1,2024-08-25 11:08:43
burger lettuce,remove,1,2024-08-25 11:08:38
pico,remove,3,2024-08-25 11:08:29
sour cream,remove,2,2024-08-25 11:08:24
pickles,remove,1,2024-08-25 11:08:16
relish,remove,1,2024-08-25 11:08:11
ground beef,remove,4,2024-08-25 11:08:01
ribeye,remove,6,2024-08-25 11:07:54
bacon,add,6,2024-08-25 11:07:49
bacon,remove,24,2024-08-25 11:07:48
pork,remove,45,2024-08-25 11:07:41
pork,add,14,2024-08-25 11:07:41
peameal bacon,add,2,2024-08-25 11:07:31
peameal bacon,remove,18,2024-08-25 11:07:30
hot dog,add,3,2024-08-25 11:07:22
hot dog,remove,20,2024-08-25 11:07:21
cheese curds,remove,29,2024-08-25 11:07:12
cheese curds,add,7,2024-08-25 11:07:12
ciabatta,remove,1,2024-08-25 11:07:03
fries,add,2,2024-08-25 11:06:52
fries,add,10,2024-08-25 11:06:51
fries,add,12,2024-08-25 11:06:45
fries,add,14,2024-08-25 11:06:40
fries,add,14,2024-08-25 11:06:38
fries,add,14,2024-08-25 11:06:36
fries,add,10,2024-08-25 11:06:26
fries,remove,185,2024-08-25 11:06:22
fries,add,14,2024-08-25 11:06:22
krispy kreme,add,2,2024-08-25 11:06:03
krispy kreme,add,90,2024-08-25 11:06:02
krispy kreme,add,28,2024-08-25 11:05:48
krispy kreme,remove,65,2024-08-25 11:05:44
strawberries,add,4,2024-08-25 11:05:34
strawberries,add,6,2024-08-25 11:05:32
strawberries,add,8,2024-08-25 11:05:30
corn,remove,2,2024-08-25 11:05:19
corn,add,17,2024-08-25 11:06:17
corn,add,30,2024-08-25 11:06:12
corn,remove,13,2024-08-25 11:05:11
belgian waffle,remove,1,2024-08-25 10:57:22
water,remove,4,2024-08-25 10:57:12
tortilla,remove,1,2024-08-25 10:57:02
water,add,9,2024-08-25 10:50:49
water,add,12,2024-08-25 10:50:47
water,remove,30,2024-08-25 10:50:46
mayo,remove,8,2024-08-25 10:50:36
mayo,add,8,2024-08-25 10:50:34
mayo,remove,2,2024-08-25 10:50:25
vinegar,remove,1,2024-08-25 10:49:48
tortilla,remove,1,2024-08-25 10:49:38
sugar,add,1,2024-08-25 10:48:15
salsa,remove,4,2024-08-25 10:47:49
pot pan detergent,add,4,2024-08-25 10:47:06
plumsauce,add,1,2024-08-25 10:46:54
pineapple,remove,1,2024-08-25 10:46:41
paper towels,remove,3,2024-08-25 10:46:35
oil,add,12,2024-08-25 10:46:19
oil,remove,27,2024-08-25 10:46:18
napkins,remove,1,2024-08-25 10:46:09
lemon juice,add,2,2024-08-25 10:45:45
lime juice,add,2,2024-08-25 10:45:35
ketchup squeezed,add,3,2024-08-25 10:45:23
jalapeno,add,1,2024-08-25 10:45:14
hoisin,add,4,2024-08-25 10:45:03
grill brick,remove,1,2024-08-25 10:44:45
gravy,remove,2,2024-08-25 10:44:36
gravy,add,13,2024-08-25 10:44:34
gravy,add,21,2024-08-25 10:44:33
gravy,remove,128,2024-08-25 10:44:32
gravy,add,64,2024-08-25 10:44:28
gravy,add,43,2024-08-25 10:44:26
gravy,add,21,2024-08-25 10:44:20
gravy,remove,34,2024-08-25 10:44:19
gloves vinyl,remove,3,2024-08-25 10:44:07
gloves poly,remove,2,2024-08-25 10:44:01
franks,add,1,2024-08-25 10:43:52
forks,add,14,2024-08-25 10:43:43
forks,remove,26,2024-08-25 10:43:42
foil,remove,1,2024-08-25 10:43:23
doritos,remove,6,2024-08-25 10:43:11
coleslaw dressing,remove,1,2024-08-25 10:42:48
cheese sauce,add,2,2024-08-25 10:42:23
checkered basket,remove,2,2024-08-25 10:42:03
bleach,add,3,2024-08-25 10:41:42
beans,remove,2,2024-08-25 10:41:26
batter mix,remove,1,2024-08-25 10:41:18
belgian waffle,add,3,2024-08-25 10:40:50
bbq sauce,add,1,2024-08-25 10:40:42
bbq sauce dip,add,4,2024-08-25 10:40:35
16 ounce cup,remove,1,2024-08-25 10:40:15
#2 trays,remove,1,2024-08-25 10:40:03
#8,remove,10,2024-08-25 10:39:35
#1,add,3,2024-08-25 10:39:20
#1,add,3,2024-08-25 10:39:11
lobster,add,9,2024-08-24 20:58:45
chocolate,remove,3,2024-08-24 20:57:48
ciabatta,remove,6,2024-08-24 20:57:31
whip cream,remove,2,2024-08-24 17:47:51
softshell crab,remove,2,2024-08-23 10:20:23
snowcrab,remove,1,2024-08-23 10:20:13
lobster,remove,8,2024-08-23 10:17:48
jalapeno,remove,1,2024-08-23 10:16:58
mayo,add,1,2024-08-23 09:27:44
water,add,10,2024-08-23 09:19:53
oil,add,15,2024-08-23 09:17:39
ketchup squeezed,add,7,2024-08-23 09:17:30
forks,add,10,2024-08-23 09:17:12
water,add,20,2024-08-23 09:16:41
water,remove,12,2024-08-23 09:16:40
tortilla,remove,1,2024-08-23 09:15:33
old bay,add,6,2024-08-23 09:14:02
old bay,remove,1,2024-08-23 09:13:58
oil,add,12,2024-08-23 09:13:48
oil,remove,21,2024-08-23 09:13:46
mustard,remove,1,2024-08-23 09:13:23
ketchup,remove,2,2024-08-23 09:13:03
hoisin,remove,1,2024-08-23 09:12:49
grill brick,remove,1,2024-08-23 09:12:33
gravy,add,13,2024-08-23 09:12:16
gravy,add,21,2024-08-23 09:12:09
gravy,remove,34,2024-08-23 09:12:08
gloves vinyl,remove,1,2024-08-23 09:11:55
franks,remove,1,2024-08-23 09:11:38
dish soap,add,2,2024-08-23 09:11:15
beans,remove,3,2024-08-23 09:09:52
chipotle sauce,remove,1,2024-08-23 09:09:37
belgian waffle,remove,1,2024-08-23 09:09:26
bbq sauce,remove,1,2024-08-23 09:08:46
#1,remove,8,2024-08-23 09:07:53
#1,remove,1,2024-08-23 09:07:45
ciabatta,add,4,2024-08-23 09:07:04
beef burgers,add,15,2024-08-23 09:06:55
chocolate,add,5,2024-08-23 09:06:45
chicken fingers,add,5,2024-08-23 09:06:40
relish,add,2,2024-08-23 09:06:33
salsa,add,3,2024-08-23 09:06:17
doritos,add,10,2024-08-23 09:06:06
cheese curds,add,10,2024-08-23 09:06:00
fries,add,120,2024-08-23 09:05:54
shredded cheese,add,1,2024-08-23 09:05:47
vinegar,add,2,2024-08-23 09:05:32
old bay,add,1,2024-08-23 09:05:26
cajun,add,2,2024-08-23 09:05:21
pineapple,add,2,2024-08-23 09:05:16
chipotle can,add,1,2024-08-23 09:04:48
mayo,add,3,2024-08-23 09:04:36
clam chowder,add,1,2024-08-23 09:04:29
haddock fish,add,5,2024-08-23 09:04:24
pico,add,5,2024-08-23 09:04:20
peameal bacon,add,16,2024-08-23 09:02:50
beef burgers,add,12,2024-08-23 09:02:33
beef burgers,remove,15,2024-08-23 09:02:32
cheese curds,add,9,2024-08-23 09:02:15
chicken fingers,add,1,2024-08-23 09:01:57
bacon,add,5,2024-08-23 09:01:31
bacon,add,12,2024-08-23 09:01:24
chili,remove,1,2024-08-23 09:01:13
shrimp,remove,4,2024-08-23 09:01:04
chicken fingers,remove,4,2024-08-23 09:00:57
pork,add,4,2024-08-23 09:00:38
pork,add,25,2024-08-23 09:00:34
hot dog,add,18,2024-08-23 09:00:07
ramen burger,remove,1,2024-08-23 08:59:56
thunder chicken,remove,5,2024-08-23 08:59:34
cheese curds,add,6,2024-08-23 08:59:25
ribeye,add,6,2024-08-23 08:59:18
ground beef,add,4,2024-08-23 08:59:12
krispy kreme,add,65,2024-08-23 08:58:47
krispy kreme,remove,126,2024-08-23 08:58:46
shredded lettuce,remove,1,2024-08-23 08:58:20
butter,remove,1,2024-08-23 08:57:54
cheese cotija,remove,1,2024-08-23 08:57:42
burger lettuce,remove,1,2024-08-23 08:57:16
limes,remove,1,2024-08-23 08:57:09
pico,remove,1,2024-08-23 08:56:59
strawberries,add,16,2024-08-23 08:56:09
strawberries,remove,28,2024-08-23 08:56:08
red cabbage,remove,1,2024-08-23 08:55:58
bacon,add,4,2024-08-23 08:55:47
ribeye,remove,6,2024-08-23 08:55:33
peameal bacon,remove,19,2024-08-23 08:55:21
peameal bacon,add,2,2024-08-23 08:55:21
bacon,add,3,2024-08-23 08:55:17
bacon,remove,30,2024-08-23 08:55:16
ground beef,remove,5,2024-08-23 08:55:00
cheese curds,add,4,2024-08-23 08:54:52
cheese curds,remove,27,2024-08-23 08:54:51
pork,add,16,2024-08-23 08:54:43
pork,remove,63,2024-08-23 08:54:42
hot dog,remove,25,2024-08-23 08:54:31
hot dog,add,2,2024-08-23 08:54:31
fries,add,30,2024-08-23 08:54:08
fries,add,35,2024-08-23 08:53:50
fries,remove,107,2024-08-23 08:53:49
shredded lettuce,remove,1,2024-08-23 08:53:34
corn,add,1,2024-08-23 08:53:23
sugar,remove,1,2024-08-22 10:52:50
cheese curds,add,10,2024-08-22 10:50:52
pork,add,15,2024-08-22 10:48:19
softshell crab,remove,1,2024-08-22 10:38:17
ramen burger,remove,1,2024-08-22 10:37:53
lobster,add,4,2024-08-22 10:37:38
blueberry,add,2,2024-08-22 10:37:22
thunder chicken,add,12,2024-08-22 10:37:11
thunder chicken,add,11,2024-08-22 10:37:07
thunder chicken,remove,47,2024-08-22 10:37:06
cheese curds,add,14,2024-08-22 10:36:54
beef burgers,remove,10,2024-08-22 10:36:36
blueberry,add,3,2024-08-22 10:36:11
peameal bacon,add,7,2024-08-22 10:36:01
ribeye,add,6,2024-08-22 10:35:52
ground beef,add,8,2024-08-22 10:35:45
pork,add,9,2024-08-22 10:35:31
pork,add,10,2024-08-22 10:35:14
pork,add,16,2024-08-22 10:35:10
bacon,add,13,2024-08-22 10:34:52
avacodo,remove,2,2024-08-22 10:34:36
chili,add,1,2024-08-22 10:34:20
shrimp,add,6,2024-08-22 10:34:15
chicken fingers,remove,3,2024-08-22 10:34:00
haddock fish,remove,2,2024-08-22 10:33:48
tomato,remove,1,2024-08-22 10:33:14
red onions,add,4,2024-08-22 10:33:00
red onions,remove,2,2024-08-22 10:32:58
green onion,remove,1,2024-08-22 10:32:46
limes,remove,2,2024-08-22 10:32:35
pico,remove,2,2024-08-22 10:32:29
pickles,remove,1,2024-08-22 10:32:22
relish,remove,1,2024-08-22 10:32:17
sour cream,remove,2,2024-08-22 10:32:07
mayo,remove,3,2024-08-22 10:31:59
chocolate,remove,2,2024-08-22 10:31:34
burger lettuce,add,4,2024-08-22 10:31:27
kimchi,add,7,2024-08-22 10:31:20
eggs,remove,1,2024-08-22 10:31:13
shredded cheese,add,1,2024-08-22 10:30:49
butter,add,1,2024-08-22 10:30:37
cilantro,remove,1,2024-08-22 10:30:26
burger lettuce,add,1,2024-08-22 10:30:07
cabbage,remove,1,2024-08-22 10:29:47
burger lettuce,remove,5,2024-08-22 10:29:32
red cabbage,remove,3,2024-08-22 10:29:08
strawberries,add,7,2024-08-22 10:29:00
ground beef,add,1,2024-08-22 10:28:31
ground beef,remove,32,2024-08-22 10:28:30
ground beef,add,16,2024-08-22 10:28:27
ribeye,add,1,2024-08-22 10:28:22
ribeye,remove,7,2024-08-22 10:28:21
bacon,add,7,2024-08-22 10:28:15
bacon,add,10,2024-08-22 10:28:10
bacon,remove,25,2024-08-22 10:28:08
cheese curds,add,3,2024-08-22 10:28:01
cheese curds,remove,24,2024-08-22 10:28:00
pork,add,13,2024-08-22 10:27:52
pork,remove,56,2024-08-22 10:27:51
peameal bacon,add,2,2024-08-22 10:27:38
krispy kreme,add,106,2024-08-22 10:27:16
ciabatta,remove,5,2024-08-22 10:26:26
fries,add,25,2024-08-22 10:25:59
fries,add,60,2024-08-22 10:25:56
fries,add,22,2024-08-22 10:25:54
fries,remove,120,2024-08-22 10:25:50
water,add,12,2024-08-22 10:23:51
water,remove,26,2024-08-22 10:23:50
200 savaday,add,4,2024-08-22 10:23:05
coleslaw dressing,remove,1,2024-08-22 10:22:56
chipotle sauce,add,3,2024-08-22 10:22:32
lemon juice,remove,1,2024-08-22 10:22:11
bbq sauce,remove,3,2024-08-22 10:21:30
gloves vinyl,remove,4,2024-08-22 10:20:26
forks,remove,4,2024-08-22 10:20:12
mustard,remove,4,2024-08-22 10:19:58
foil,add,1,2024-08-22 10:19:50
saran wrap,remove,1,2024-08-22 10:19:46
banana pepper,remove,1,2024-08-22 10:19:16
plumsauce,remove,1,2024-08-22 10:18:59
chipotle can,add,1,2024-08-22 10:18:52
gravy,add,13,2024-08-22 10:18:38
gravy,add,21,2024-08-22 10:18:33
gravy,remove,47,2024-08-22 10:18:32
salsa,remove,2,2024-08-22 10:18:14
grill brick,add,3,2024-08-22 10:18:01
oil,remove,2,2024-08-22 10:17:44
200 savaday,remove,5,2024-08-22 10:16:56
9 ounce cups,remove,1,2024-08-22 10:16:24
cheese sauce,remove,1,2024-08-22 10:16:10
tortilla,remove,1,2024-08-22 10:15:42
paper towels,remove,2,2024-08-22 10:15:30
napkins,add,2,2024-08-22 10:15:12
pot pan detergent,remove,1,2024-08-22 10:15:03
doritos,remove,2,2024-08-22 10:14:41
#1,remove,8,2024-08-22 10:14:32
#8,remove,7,2024-08-22 10:14:20
foil,remove,1,2024-08-20 12:26:09
coconut shred,add,1,2024-08-20 12:25:54
coconut shred,add,1,2024-08-20 12:25:52
cheese sauce,remove,2,2024-08-20 12:24:59
gravy,remove,3,2024-08-20 12:00:49
gravy,add,35,2024-08-20 12:00:46
gravy,add,15,2024-08-20 12:00:31
gravy,remove,47,2024-08-20 12:00:30
shrimp,remove,3,2024-08-20 11:36:09
avacodo,add,4,2024-08-20 11:35:59
lobster,remove,2,2024-08-20 11:35:54
cheese curds,add,15,2024-08-20 11:35:44
ground beef,add,12,2024-08-20 11:35:33
ribeye,add,6,2024-08-20 11:35:25
peameal bacon,remove,6,2024-08-20 11:35:16
hot dog,add,9,2024-08-20 11:35:08
hot dog,add,15,2024-08-20 11:35:04
ramen burger,remove,1,2024-08-20 11:34:50
softshell crab,remove,1,2024-08-20 11:34:41
bacon,add,12,2024-08-20 11:34:31
pork,add,16,2024-08-20 11:34:22
pork,add,15,2024-08-20 11:34:09
avacodo,add,3,2024-08-20 11:33:44
avacodo,remove,11,2024-08-20 11:33:43
bacon,add,7,2024-08-20 11:33:36
chili,remove,1,2024-08-20 11:33:21
cheese curds,add,9,2024-08-20 11:33:05
cheese curds,remove,21,2024-08-20 11:33:04
haddock fish,add,3,2024-08-20 11:32:55
pork,add,11,2024-08-20 11:32:18
bacon,add,6,2024-08-20 11:31:54
bacon,remove,33,2024-08-20 11:31:53
pork,add,14,2024-08-20 11:31:42
pork,remove,67,2024-08-20 11:31:41
hot dog,add,1,2024-08-20 11:31:31
hot dog,remove,22,2024-08-20 11:31:30
ribeye,remove,1,2024-08-20 11:31:25
chocolate,remove,1,2024-08-20 11:30:20
shredded cheese,remove,2,2024-08-20 11:30:02
pico,add,1,2024-08-20 11:29:22
pico,remove,1,2024-08-20 11:29:20
krispy kreme,add,20,2024-08-20 11:29:12
krispy kreme,remove,116,2024-08-20 11:29:11
clam chowder,add,1,2024-08-20 11:26:59
red onions,add,3,2024-08-20 11:26:55
red cabbage,remove,1,2024-08-20 11:26:50
red cabbage,add,6,2024-08-20 11:26:47
fries,remove,10,2024-08-20 11:26:09
fries,add,130,2024-08-20 11:26:06
fries,remove,170,2024-08-20 11:26:05
forks,remove,6,2024-08-20 11:00:52
#2 trays,remove,2,2024-08-20 11:00:28
ketchup,add,2,2024-08-20 11:00:16
vinegar,remove,1,2024-08-20 11:00:04
hoisin,remove,1,2024-08-20 10:59:58
lemon juice,add,1,2024-08-20 10:59:44
jalapeno,remove,1,2024-08-20 10:59:32
tortilla,remove,1,2024-08-20 10:59:16
blueberry filling,add,4,2024-08-20 10:58:56
sugar,add,1,2024-08-20 10:58:49
salt bag,add,1,2024-08-20 10:58:46
#1,remove,3,2024-08-20 10:58:36
#8,remove,5,2024-08-20 10:58:23
paper towels,remove,2,2024-08-20 10:58:08
napkins,add,2,2024-08-20 10:57:50
16 ounce cup,add,3,2024-08-20 10:57:45
batter mix,add,2,2024-08-20 10:57:36
cheese sauce,add,4,2024-08-20 10:56:21
bbq sauce dip,add,3,2024-08-20 10:56:08
plumsauce,add,4,2024-08-20 10:55:54
salsa,add,3,2024-08-20 10:55:39
salsa,add,4,2024-08-20 10:55:37
salsa,remove,10,2024-08-20 10:55:36
oil,add,20,2024-08-20 10:55:25
oil,add,3,2024-08-20 10:55:18
oil,remove,15,2024-08-20 10:55:16
cheese curds,add,15,2024-08-19 11:03:16
snowcrab,remove,1,2024-08-19 11:03:01
lobster,add,2,2024-08-19 11:02:37
shrimp,remove,1,2024-08-19 11:02:30
softshell crab,add,4,2024-08-19 11:02:13
chicken fingers,add,7,2024-08-19 10:40:49
pork,add,10,2024-08-19 10:40:27
pork,add,16,2024-08-19 10:40:26
pork,add,16,2024-08-19 10:40:14
mayo,add,1,2024-08-19 10:39:33
mayo,remove,1,2024-08-19 10:39:31
cheese cotija,add,2,2024-08-19 10:39:19
chocolate,add,5,2024-08-19 10:38:59
cabbage,add,8,2024-08-19 10:38:47
strawberries,add,1,2024-08-19 10:37:36
ground beef,add,4,2024-08-19 10:37:10
ground beef,remove,14,2024-08-19 10:37:09
ribeye,add,2,2024-08-19 10:37:05
ribeye,remove,8,2024-08-19 10:37:04
cheese curds,add,6,2024-08-19 10:36:50
cheese curds,remove,23,2024-08-19 10:36:48
pork,add,9,2024-08-19 10:36:20
pork,add,16,2024-08-19 10:36:11
pork,remove,75,2024-08-19 10:36:09
krispy kreme,add,10,2024-08-19 10:35:37
cheese cotija,remove,4,2024-08-19 10:35:07
ciabatta,remove,2,2024-08-19 10:34:57
fries,remove,16,2024-08-19 10:34:36
fries,remove,30,2024-08-19 10:34:34
ramen burger,remove,1,2024-08-18 12:19:00
blueberry,remove,1,2024-08-18 12:09:52
old bay,remove,1,2024-08-18 09:23:45
lime juice,remove,1,2024-08-18 09:23:35
hot dog,add,20,2024-08-18 09:23:22
clam chowder,remove,1,2024-08-18 09:22:46
chili,remove,1,2024-08-18 09:22:39
cabbage,remove,1,2024-08-18 09:22:22
shrimp,remove,2,2024-08-18 09:20:21
lobster,remove,2,2024-08-18 09:20:16
cheese curds,add,14,2024-08-18 09:19:58
ribeye,add,6,2024-08-18 09:19:45
ground beef,add,12,2024-08-18 09:19:38
peameal bacon,add,14,2024-08-18 09:19:29
pork,add,1,2024-08-18 09:19:17
pork,add,9,2024-08-18 09:19:14
pork,add,2,2024-08-18 09:19:12
pork,add,11,2024-08-18 09:19:10
pork,add,16,2024-08-18 09:18:53
pork,add,10,2024-08-18 09:18:49
beef burgers,add,25,2024-08-18 09:18:37
beef burgers,remove,41,2024-08-18 09:18:36
chicken fingers,remove,4,2024-08-18 09:17:34
bacon,add,13,2024-08-18 09:17:02
bacon,add,13,2024-08-18 09:16:53
pork,add,26,2024-08-18 09:16:27
pork,remove,102,2024-08-18 09:16:26
hot dog,remove,28,2024-08-18 09:16:07
hot dog,add,2,2024-08-18 09:16:07
ribeye,remove,10,2024-08-18 09:15:58
ribeye,add,2,2024-08-18 09:15:58
ground beef,add,2,2024-08-18 09:15:54
ground beef,remove,16,2024-08-18 09:15:53
bacon,add,7,2024-08-18 09:15:48
bacon,remove,19,2024-08-18 09:15:41
peameal bacon,add,2,2024-08-18 09:15:36
peameal bacon,remove,16,2024-08-18 09:15:35
cheese curds,add,9,2024-08-18 09:15:29
cheese curds,remove,36,2024-08-18 09:15:28
tomato,add,2,2024-08-18 09:14:46
strawberries,add,3,2024-08-18 09:14:34
tomato,remove,3,2024-08-18 09:14:27
chocolate,remove,1,2024-08-18 09:14:14
cheese cotija,add,4,2024-08-18 09:14:08
strawberries,add,8,2024-08-18 09:12:24
strawberries,add,1,2024-08-18 09:12:24
eggs,remove,1,2024-08-18 09:11:52
mayo,add,3,2024-08-18 09:11:44
pickles,remove,1,2024-08-18 09:11:34
sour cream,add,1,2024-08-18 09:11:24
sour cream,add,1,2024-08-18 09:11:23
sour cream,remove,2,2024-08-18 09:11:21
ciabatta,add,2,2024-08-18 09:10:51
krispy kreme,add,5,2024-08-18 09:10:37
krispy kreme,add,2,2024-08-18 09:10:36
krispy kreme,add,60,2024-08-18 09:10:35
fries,add,10,2024-08-18 09:10:06
fries,add,50,2024-08-18 09:10:02
fries,add,60,2024-08-18 09:09:46
fries,add,36,2024-08-18 09:09:45
fries,add,60,2024-08-18 09:09:19
fries,remove,261,2024-08-18 09:09:18
cheese cotija,add,5,2024-08-18 09:09:13
cheese cotija,remove,13,2024-08-18 09:09:11
napkins,remove,4,2024-08-18 09:05:01
jalapeno,add,1,2024-08-18 09:03:15
bbq sauce,remove,1,2024-08-18 09:02:50
vinegar,add,1,2024-08-18 09:02:06
ketchup,add,1,2024-08-18 09:01:53
forks,remove,6,2024-08-18 09:01:36
foil,add,1,2024-08-18 09:00:57
gravy,add,35,2024-08-18 09:00:47
salt box,remove,2,2024-08-18 09:00:02
200 savaday,add,3,2024-08-18 08:59:39
200 savaday,remove,15,2024-08-18 08:59:33
200 savaday,add,5,2024-08-18 08:59:33
ketchup,remove,2,2024-08-18 08:58:48
water,remove,3,2024-08-18 08:58:03
gravy,add,12,2024-08-18 08:57:28
gravy,remove,55,2024-08-18 08:57:27
mayo,remove,3,2024-08-18 08:57:06
matcha,remove,2,2024-08-17 11:21:01
coconut shred,remove,2,2024-08-17 11:19:10
coconut shred,remove,2,2024-08-17 11:19:07
sugar,remove,1,2024-08-17 11:03:36
sesame seed,remove,1,2024-08-17 11:02:56
pan liner,remove,1,2024-08-17 11:01:54
icing sugar,remove,1,2024-08-17 11:01:23
butter,remove,1,2024-08-17 11:00:21
mayo,add,2,2024-08-17 10:50:32
gravy,add,8,2024-08-17 10:50:27
gravy,add,6,2024-08-17 10:50:26
gravy,add,6,2024-08-17 10:50:21
water,remove,1,2024-08-17 10:49:38
water,remove,41,2024-08-17 10:49:37
water,add,21,2024-08-17 10:49:35
#1,add,1,2024-08-17 10:49:16
#8,add,1,2024-08-17 10:49:15
bbq sauce dip,remove,2,2024-08-17 10:48:47
old bay,add,1,2024-08-17 10:48:19
foil,remove,4,2024-08-17 10:47:25
saran wrap,remove,4,2024-08-17 10:47:18
mustard,add,3,2024-08-17 10:47:06
mustard,add,5,2024-08-17 10:47:02
mustard,remove,13,2024-08-17 10:47:01
siracha,add,2,2024-08-17 10:46:30
